sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-38939IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 230 trim in polished chrome,,5176.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-75201IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-38948IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Low flow single-control basin faucet without drain in polished chrome,,9450.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-38949IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Low flow pillar tap in polished chrome,,4515.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-22544IN-N-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,5160.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,repeated_same_sku,K-22544IN-N-CP,clean
K-22543IN-N-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,4300.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,repeated_same_sku,K-22543IN-N-CP,clean
K-38463IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Engage™ Single-control tall basin faucet without drain in polished chrome,,11000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-38462IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,8800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-38466IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,5610.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-38465IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,4400.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,51,catalogue,high,False,,unique,,clean
K-38467IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Low flow single-control basin faucet without drain in polished chrome,,8800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-38464IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,5940.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-38469IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT235 trim in polished chrome,,5280.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-38468IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT230 trim in polished chrome,,5060.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-75201IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-38471IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,4000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-38470IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,3000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33063IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Accliv Single-control tall basin faucet in polished chrome,,9300.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33059IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet in polished chrome,,7110.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33102IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,4930.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33101IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,3520.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-26791IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,4740.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33103IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Cold-only wall mount basin faucet trim in polished chrome,,3300.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25149IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,52,catalogue,high,False,,unique,,clean
K-33111IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT235 trim in polished chrome,,4480.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-33074IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,3060.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,repeated_same_sku,K-33074IN-CP,clean
K-27479IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Fore Arc™ Single-control basin faucet without drain in polished chrome,,7520.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27486IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,4170.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27483IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,5460.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27489IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Cold only wall mount basin faucet trim in polished chrome,,3940.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25149IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27500IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,4520.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27494IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,4010.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,repeated_same_sku,K-27494IN-CP,clean
K-27492IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,2780.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,repeated_same_sku,K-27492IN-CP,clean
K-27480IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Fore Line™ Single-control tall basin faucet without drain in polished chrome,,8650.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27478IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,6900.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27485IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,3890.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,53,catalogue,high,False,,unique,,clean
K-27482IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,4740.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27488IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Cold only wall mount basin faucet trim in polished chrome,,3660.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25149IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27499IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,4100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27477IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Fore Tri™ Single-control basin faucet without drain in polished chrome,,6390.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27484IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,3650.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27481IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,4120.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27487IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Cold only wall mount basin faucet trim in polished chrome,,3420.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25149IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27498IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,3760.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-27493IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,4010.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,repeated_same_sku,K-27493IN-CP,clean
K-27490IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,2780.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,repeated_same_sku,K-27490IN-CP,clean
K-34073IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,APT™ Flux Single-control tall basin faucet without drain in polished chrome,,7320.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-33913IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,5200.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-34078IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,3560.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,54,catalogue,high,False,,unique,,clean
K-34067IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,2780.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-34039IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,4580.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-33992IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 230 trim in polished chrome,,2530.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-75201IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-33996IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,2780.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-33995IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,1800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-34038IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,APT™ Curv Single-control tall basin faucet without drain in polished chrome,,7320.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-33999IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,5200.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-34040IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,3560.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-34032IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,2780.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-34076IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,4510.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-25150IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
K-33645IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 230 trim in polished chrome,,2530.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-75201IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,55,catalogue,high,False,,unique,,clean
